Id;Category;Manufacturer;Model;Prod. year;Gear box type;Leather interior;Fuel type;Engine volume;Drive wheels;Cylinders;Mileage;Doors;Airbags;Wheel;Color;Sales Fee;price
16380;Jeep;SSANGYONG;Korando;2013;Automatic;Yes;Diesel;2;Front;4;116918 km;4;4;Left wheel;White;640;21062
13374;Hatchback;TOYOTA;Aqua;2012;Automatic;No;Hybrid;1.5;Front;4;159000 km;4;2;Right-hand drive;Blue;-;14897
16560;Jeep;LEXUS;RX 400 hybrid;2008;Automatic;Yes;Petrol;3.3;Front;6;249600 km;4;12;Left wheel;Black;-;29166
13341;Minivan;HYUNDAI;H1;2012;Automatic;Yes;Diesel;2.5;Front;4;54595 km;4;4;Left wheel;Grey;781;23772
1275;Sedan;TOYOTA;Camry;2013;Automatic;Yes;Hybrid;2.5;Front;4;225510 km;4;12;Left wheel;White;779;314
511;Sedan;MERCEDES-BENZ;S 500 long;1997;Automatic;Yes;Petrol;5;Rear;8;167000 km;4;8;Left wheel;Black;-;10976
9006;Sedan;KIA;Optima;2014;Automatic;Yes;Petrol;2;Front;4;38305 km;4;4;Left wheel;White;638;16621
1243;Sedan;VOLKSWAGEN;Passat;2006;Tiptronic;Yes;Petrol;2.0 Turbo;Front;4;200000 km;4;6;Left wheel;Black;-;10663
8562;Hatchback;TOYOTA;Prius;2017;Automatic;No;Hybrid;1.8;Front;4;95350 km;4;14;Left wheel;Silver;442;29166
14922;Jeep;TOYOTA;Highlander;2010;Automatic;Yes;Hybrid;3.3;4x4;6;300366 km;4;12;Left wheel;Blue;1324;14269
4128;Sedan;CADILLAC;CTS;2019;Automatic;Yes;Petrol;2;4x4;4;21659 km;4;12;Left wheel;Black;1077;4391
15340;Hatchback;TOYOTA;Prius;2013;Automatic;No;Hybrid;1.8 Turbo;Front;4;67700 km;4;10;Left wheel;White;585;22894
18794;Sedan;HYUNDAI;Elantra;2019;Automatic;Yes;Petrol;2;Front;4;9898 km;4;12;Left wheel;White;1077;19757
4500;Sedan;TOYOTA;Camry;2019;Automatic;Yes;Hybrid;2.5;Front;4;39552 km;4;12;Left wheel;Black;607;251
672;Hatchback;MAZDA;Mazda 3;2006;Automatic;No;Petrol;1.6;Front;4;11111 km;4;6;Right-hand drive;Grey;-;2300
18491;Sedan;TOYOTA;Tacoma;2020;Automatic;Yes;Petrol;3.5;4x4;6;1669 km;4;12;Left wheel;Black;1817;31675
3400;Jeep;BMW;X5;2012;Automatic;Yes;Diesel;3;4x4;6;229966 km;4;0;Left wheel;Black;919;10820
16627;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;471632 km;4;4;Left wheel;Orange;765;12544
18904;Hatchback;TOYOTA;Vitz;2010;Automatic;No;Petrol;1.3;Front;6;146351 km;4;4;Left wheel;Silver;-;10349
5295;Sedan;NISSAN;Altima;2011;Automatic;Yes;Petrol;2.5;Front;4;266819 km;4;12;Left wheel;Black;862;2744
4760;Minivan;SSANGYONG;Actyon;2016;Automatic;Yes;Diesel;1.6;Front;4;125996 km;4;4;Left wheel;White;730;31772
6192;Sedan;TOYOTA;Prius;2009;Automatic;Yes;Hybrid;1.5;Front;5;3200 km;>5;6;Left wheel;White;-;30
10602;Hatchback;HONDA;FIT;2003;Tiptronic;No;Petrol;1.5;Front;4;240000 km;4;0;Right-hand drive;Blue;-;7213
7823;Universal;SUBARU;Forester;2000;Automatic;No;CNG;2.5;4x4;4;267200 km;4;2;Left wheel;Silver;-;4704
3816;Jeep;BMW;X5;2009;Automatic;Yes;Diesel;3;4x4;6;229854 km;4;0;Left wheel;Green;1405;1803
18520;Sedan;HYUNDAI;Grandeur;2011;Automatic;Yes;LPG;3;Front;4;42561 km;4;4;Left wheel;Silver;1018;9722
15274;Sedan;FORD;Fusion;2015;Automatic;No;Hybrid;2;Front;4;100747 km;4;0;Left wheel;Green;382;15367
13371;Jeep;BMW;X5;2009;Tiptronic;Yes;Diesel;3.0 Turbo;4x4;6;220000 km;4;6;Left wheel;Black;-;42337
4889;Jeep;TOYOTA;RAV 4;2017;Automatic;Yes;Petrol;2.5;Front;4;58778 km;4;12;Left wheel;Blue;1249;251
19218;Hatchback;NISSAN;Note;2006;Automatic;No;Petrol;1.3;Front;4;0 km;4;9;Right-hand drive;Green;-;30
16869;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;Hybrid;2.4;Front;4;229192 km;4;0;Left wheel;Silver;441;3607
9518;Jeep;MERCEDES-BENZ;GLE 350;2016;Automatic;Yes;Petrol;3;4x4;6;49499 km;4;0;Left wheel;Silver;1292;19130
13347;Jeep;HYUNDAI;Tucson;2011;Automatic;Yes;Diesel;2;Front;4;106360 km;4;4;Left wheel;Silver;707;20237
8098;Sedan;AUDI;7;2017;Automatic;Yes;Petrol;3;4x4;6;44642 km;4;0;Left wheel;Black;1481;13328
1063;Hatchback;TOYOTA;Prius C;2012;Variator;No;Hybrid;1.5;Front;4;206000 km;4;4;Left wheel;White;503;14113
14562;Jeep;AUDI;5;2011;Automatic;Yes;Petrol;2;4x4;4;287021 km;4;0;Left wheel;Black;707;314
12429;Hatchback;VOLKSWAGEN;Lupo;2002;Manual;No;Petrol;1;Front;4;120008 km;2;2;Right-hand drive;Silver;-;4077
17038;Jeep;HYUNDAI;Tucson;2010;Automatic;Yes;Diesel;2;Front;4;111200 km;4;4;Left wheel;Silver;836;25299
3695;Sedan;SUBARU;Impreza;2015;Tiptronic;No;Petrol;2;4x4;4;96000 km;4;12;Left wheel;White;765;10976
1812;Jeep;PORSCHE;Cayenne;2013;Automatic;Yes;Diesel;3;4x4;6;313330 km;4;12;Left wheel;Black;917;627
12692;Jeep;BMW;X5;2012;Automatic;Yes;Diesel;3;4x4;6;273962 km;4;0;Left wheel;White;919;220
9713;Hatchback;LEXUS;CT 200h;2011;Automatic;Yes;Hybrid;1.8;Front;4;190000 km;4;4;Left wheel;Golden;645;21953
7391;Sedan;TOYOTA;Camry;2013;Automatic;Yes;Hybrid;2.5;Front;4;190549 km;4;12;Left wheel;Black;779;5018
17537;Sedan;TOYOTA;Avalon LIMITED;2017;Tiptronic;Yes;Hybrid;2.5;Front;4;57200 km;4;12;Left wheel;Carnelian red;579;42337
4311;Sedan;BMW;320 2.0;2014;Tiptronic;Yes;Petrol;2.0 Turbo;Rear;4;97970 km;4;12;Left wheel;Black;639;25089
5343;Sedan;MERCEDES-BENZ;E 280;1998;Automatic;Yes;CNG;2.8;4x4;6;3200 km;4;6;Left wheel;Black;-;7840
16961;Minivan;MERCEDES-BENZ;Vito Extra Long;2016;Manual;No;Diesel;1.6 Turbo;Front;4;57000 km;4;2;Left wheel;Black;-;72130
16513;Sedan;KIA;Optima hybid;2013;Tiptronic;No;Hybrid;2.4;Front;6;105000 km;4;6;Left wheel;White;-;20385
11523;Sedan;HYUNDAI;Elantra;2012;Tiptronic;No;Petrol;1.8;Front;4;83000 km;4;8;Left wheel;Blue;-;16621
17393;Sedan;MERCEDES-BENZ;E 350;2011;Automatic;Yes;Diesel;3.5;4x4;6;122067 km;4;12;Left wheel;White;1172;1019
18557;Sedan;CHEVROLET;Malibu;2013;Automatic;Yes;Petrol;2;Front;4;38194 km;4;4;Left wheel;Black;640;14740
17305;Jeep;HONDA;Cr-v;2015;Variator;No;Petrol;2.4;4x4;4;39700 km;4;8;Left wheel;White;900;40769
6693;Jeep;LAND ROVER;Range Rover;2003;Tiptronic;Yes;Petrol;4.4;4x4;8;150000 km;4;12;Left wheel;White;-;14113
18682;Sedan;HYUNDAI;Sonata;2012;Automatic;Yes;Hybrid;2.4;Front;4;0 km;4;0;Left wheel;Red;753;706
10924;Jeep;TOYOTA;Tundra;2013;Automatic;Yes;Petrol;5.7;4x4;8;357933 km;4;12;Left wheel;Grey;1664;23207
1966;Hatchback;HONDA;FIT;2014;Automatic;Yes;Hybrid;1.5;Front;4;58000 km;4;4;Right-hand drive;Black;1266;13328
18772;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;789888 km;4;4;Left wheel;Orange;765;9252
7569;Jeep;AUDI;5;2010;Automatic;Yes;Petrol;2.0 Turbo;4x4;4;18000 km;4;6;Left wheel;White;836;24148
6586;Hatchback;SUZUKI;Swift;2019;Variator;No;Petrol;1.2;Front;4;0 km;4;0;Left wheel;Red;681;45009
13340;Coupe;HONDA;Civic;1997;Manual;No;Petrol;1.4;Front;4;200000 km;2;2;Left wheel;Red;-;5018
8523;Jeep;HYUNDAI;Santa FE;2016;Automatic;Yes;Diesel;2;Front;4;49515 km;4;4;Left wheel;White;891;51965
3680;Jeep;SSANGYONG;Actyon;2016;Automatic;Yes;Petrol;1.6;Front;4;77000 km;4;4;Left wheel;Black;730;41281
18184;Jeep;LEXUS;RX 400;2007;Tiptronic;Yes;Hybrid;3.3;Front;6;273600 km;4;10;Left wheel;Silver;-;19444
10607;Sedan;TOYOTA;Tacoma;2013;Automatic;Yes;Petrol;4;4x4;6;57554 km;4;12;Left wheel;Silver;1194;19130
18861;Sedan;VOLVO;S70;1998;Automatic;No;Petrol;2.4;Front;5;0 km;4;4;Left wheel;Red;-;4500
13761;Jeep;HYUNDAI;Tucson;2015;Tiptronic;Yes;Diesel;2.0 Turbo;Front;4;31000 km;4;12;Left wheel;Silver;765;46728
4722;Sedan;BENTLEY;Mulsanne;2016;Automatic;Yes;Petrol;6.8;Rear;8;6189 km;4;12;Left wheel;Black;2819;175622
11412;Jeep;KIA;Sportage PRESTIGE;2015;Tiptronic;Yes;Diesel;2.0 Turbo;Front;4;34000 km;4;8;Left wheel;White;765;47038
5364;Universal;HYUNDAI;H1;2011;Automatic;Yes;Diesel;2.5;Front;4;237853 km;4;4;Left wheel;Silver;862;17054
7140;Jeep;NISSAN;X-Trail;2004;Automatic;No;Petrol;2.5;Front;4;313000 km;4;0;Left wheel;Green;-;10976
11172;Sedan;HYUNDAI;Elantra;2011;Automatic;Yes;Petrol;1.6;Front;4;157827 km;4;4;Left wheel;Silver;583;17158
13905;Hatchback;TOYOTA;Vitz;2012;Variator;No;Petrol;1.3;4x4;3;105000 km;4;2;Right-hand drive;White;1111;8000
8855;Hatchback;HONDA;FIT;2002;Automatic;No;Petrol;1.5;Front;4;157000 km;4;5;Right-hand drive;Silver;-;25
14360;Sedan;MERCEDES-BENZ;C 300;2008;Automatic;Yes;Petrol;3;Rear;6;110000 km;4;10;Left wheel;Black;-;21639
5385;Sedan;HYUNDAI;Elantra;2014;Tiptronic;No;Petrol;1.8;Front;4;155360 km;4;6;Left wheel;Grey;584;17876
11743;Sedan;TOYOTA;Camry;2016;Tiptronic;Yes;Petrol;2.5;Front;4;70000 km;4;14;Left wheel;Black;1091;31361
11811;Minivan;HYUNDAI;H1;2014;Automatic;Yes;Diesel;2.5;Front;4;198916 km;4;4;Left wheel;Yellow;777;25264
4392;Jeep;TOYOTA;Land Cruiser Prado;2006;Automatic;No;Petrol;2.7;4x4;6;210000 km;4;10;Left wheel;Silver;-;34500
4904;Jeep;MITSUBISHI;Pajero IO;2000;Automatic;No;Petrol;2;4x4;4;232100 km;4;2;Left wheel;White;-;7683
8559;Jeep;BMW;X5;2002;Automatic;Yes;CNG;3;4x4;6;260000 km;4;6;Left wheel;White;-;6899
14655;Sedan;VOLKSWAGEN;Jetta;2013;Automatic;Yes;Diesel;2.5;Front;5;23184 km;4;12;Left wheel;White;779;1411
14059;Sedan;MAZDA;Demio;2005;Automatic;No;Petrol;1.3;4x4;4;169000 km;4;4;Right-hand drive;Beige;-;5645
12003;Sedan;OPEL;Vectra;1997;Automatic;No;Petrol;1.6;Front;4;70000 km;2;2;Left wheel;Blue;-;3607
12434;Jeep;HYUNDAI;Santa FE;2016;Automatic;Yes;Diesel;2;Front;4;146492 km;4;4;Left wheel;Black;891;44711
14437;Sedan;HYUNDAI;Elantra;2011;Automatic;Yes;Petrol;1.6;Front;4;76462 km;4;4;Left wheel;Grey;583;19707
1881;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;411260 km;4;4;Left wheel;Orange;765;9252
11652;Sedan;TOYOTA;Camry;2011;Automatic;Yes;Petrol;2.5;Front;4;236936 km;4;12;Left wheel;Blue;862;1882
2530;Sedan;HYUNDAI;Elantra;2014;Automatic;Yes;Petrol;1.8;Front;4;110685 km;4;12;Left wheel;White;584;3763
10065;Sedan;MERCEDES-BENZ;E 300;2017;Automatic;Yes;Petrol;2;Rear;4;50930 km;4;12;Left wheel;Black;1017;22580
9636;Jeep;FORD;Escape;2009;Automatic;No;Hybrid;2.5;Front;4;99000 km;4;7;Left wheel;White;1185;15681
16068;Jeep;KIA;Sorento;2014;Automatic;Yes;Diesel;2;Front;4;43340 km;4;4;Left wheel;White;637;29793
13893;Jeep;TOYOTA;Highlander;2010;Automatic;Yes;Petrol;3.5;Front;6;156645 km;4;12;Left wheel;Grey;1399;862
4332;Sedan;BMW;525;1998;Manual;Yes;Petrol;2.5;Rear;6;220000 km;4;0;Left wheel;Silver;-;7840
15116;Sedan;MITSUBISHI;Lancer;2002;Automatic;No;Petrol;2;Front;4;81000 km;4;8;Left wheel;Red;-;6000
15287;Jeep;LAND ROVER;Freelander;2004;Manual;Yes;LPG;1.8;4x4;4;180000 km;4;6;Left wheel;Black;-;10036
17368;Jeep;BMW;X5;2005;Tiptronic;Yes;LPG;4.4;4x4;8;216000 km;4;8;Left wheel;Black;-;10663
7746;Jeep;LINCOLN;Navigator;1998;Automatic;Yes;Petrol;5.4;4x4;8;155200 km;4;6;Left wheel;Black;-;10036
16143;Coupe;MERCEDES-BENZ;CLK 200 208;1999;Manual;Yes;Petrol;2;Rear;4;16400 km;2;8;Left wheel;Blue;-;7527
13361;Sedan;MERCEDES-BENZ;C 180;1996;Manual;No;CNG;1.8;Rear;4;0 km;4;4;Left wheel;Red;-;5331
10274;Jeep;BMW;X5;2009;Automatic;Yes;Diesel;3;4x4;6;229854 km;4;0;Left wheel;Green;1405;1803
10504;Sedan;MERCEDES-BENZ;E 350;2008;Automatic;Yes;Diesel;3.5;Rear;6;122874 km;4;12;Left wheel;Black;1850;706
16069;Sedan;HYUNDAI;Elantra;2010;Automatic;Yes;Petrol;1.6;Front;4;71202 km;4;4;Left wheel;Silver;687;16894
17366;Sedan;HYUNDAI;Elantra;2017;Automatic;Yes;Petrol;2;Front;4;65035 km;4;12;Left wheel;Blue;1017;4547
18212;Sedan;BMW;530;2002;Tiptronic;No;Petrol;3;Rear;6;98000 km;4;10;Left wheel;Black;-;14426
10052;Minivan;MERCEDES-BENZ;Vito 115 CDI;2005;Manual;No;Diesel;2.2 Turbo;Rear;4;308050 km;4;4;Left wheel;Silver;-;28222
3922;Sedan;DAEWOO;Lacetti;2010;Automatic;Yes;Petrol;1.6;Front;4;69111 km;4;4;Left wheel;Black;687;7527
1832;Jeep;HYUNDAI;Santa FE;2017;Automatic;Yes;Diesel;2;Front;4;140097 km;4;4;Left wheel;Blue;1017;53759
2827;Sedan;CHEVROLET;Cruze;2018;Automatic;Yes;Petrol;1.4;Front;4;39466 km;4;12;Left wheel;Black;781;941
4638;Sedan;KIA;Picanto;2013;Automatic;Yes;Petrol;1;Front;4;31288 km;4;4;Left wheel;Beige;363;10036
8201;Sedan;LEXUS;IS 250 TURBO;2017;Tiptronic;Yes;Petrol;2;Rear;4;36000 km;4;0;Left wheel;White;1017;24462
7589;Hatchback;HONDA;Civic;2001;Manual;No;Petrol;1.4;Front;4;220000 km;2;2;Left wheel;Golden;-;6429
16411;Hatchback;HONDA;FIT;2003;Variator;No;Petrol;1.3;Front;4;229000 km;4;4;Right-hand drive;Silver;-;6586
12026;Sedan;CHEVROLET;Cruze RS;2016;Tiptronic;No;Petrol;1.4 Turbo;Front;4;9000 km;4;12;Left wheel;Carnelian red;650;12231
17931;Sedan;TOYOTA;Highlander;2008;Automatic;Yes;Hybrid;3.3;4x4;6;287274 km;4;12;Left wheel;White;1750;125
13418;Jeep;OPEL;Monterey;1993;Automatic;No;Petrol;3.2;4x4;6;275652 km;4;2;Left wheel;Grey;-;8154
12398;Sedan;DAEWOO;Lacetti;2009;Automatic;Yes;Petrol;1.6;Front;4;138719 km;4;4;Left wheel;Silver;790;7517
7353;Jeep;MERCEDES-BENZ;G 65 AMG G63 AMG;2013;Tiptronic;Yes;Petrol;5.5 Turbo;4x4;8;54000 km;4;12;Left wheel;Black;-;216391
5338;Jeep;TOYOTA;CHR;2018;Automatic;Yes;Petrol;2;Front;4;22816 km;4;12;Left wheel;Grey;1079;2195
17774;Jeep;HYUNDAI;Tucson;2010;Automatic;Yes;Diesel;2;Front;4;118514 km;4;4;Left wheel;Grey;836;25512
12306;Sedan;HYUNDAI;Elantra;2018;Automatic;Yes;Petrol;1.6;Front;4;53000 km;4;4;Left wheel;White;880;27924
477;Minivan;NISSAN;Elgrand;2003;Tiptronic;No;LPG;3.5;4x4;6;155000 km;4;4;Right-hand drive;Golden;-;14113
11827;Sedan;PORSCHE;Panamera;2010;Tiptronic;Yes;Petrol;3.6;Rear;6;192000 km;4;12;Left wheel;Black;-;64290
16371;Sedan;MERCEDES-BENZ;S 550;2012;Automatic;Yes;Petrol;4.6;4x4;8;156043 km;4;12;Left wheel;Black;1363;6586
13074;Sedan;CHEVROLET;Cruze;2016;Automatic;Yes;Petrol;1.8;Front;4;107846 km;4;12;Left wheel;Black;810;392
6042;Sedan;HYUNDAI;Sonata;2012;Automatic;Yes;Petrol;2.4;Front;4;180067 km;4;12;Left wheel;Blue;753;1490
3474;Sedan;AUDI;A4;2010;Tiptronic;Yes;Petrol;2.0 Turbo;4x4;4;220000 km;4;8;Left wheel;Black;-;17562
2035;Sedan;TOYOTA;Camry;2018;Automatic;Yes;Petrol;2.5;Front;4;54786 km;4;0;Left wheel;Black;1327;5802
1538;Sedan;CHRYSLER;PT Cruiser;2003;Tiptronic;Yes;LPG;2;Front;4;110000 km;4;4;Left wheel;Beige;-;7840
4222;Jeep;HYUNDAI;Tucson;2011;Automatic;Yes;Diesel;2;Front;4;151186 km;4;4;Left wheel;Silver;707;26475
860;Sedan;BMW;325;2005;Tiptronic;Yes;Petrol;2.5;Rear;6;162000 km;4;12;Right-hand drive;White;-;12544
2383;Hatchback;TOYOTA;Prius;2009;Automatic;No;Hybrid;1.8;Front;4;257000 km;4;6;Left wheel;Golden;878;13485
16121;Sedan;HYUNDAI;Elantra;2014;Automatic;Yes;Petrol;1.6;Front;4;84640 km;4;4;Left wheel;White;528;25889
12707;Microbus;FORD;Transit;2008;Manual;No;Diesel;2.2 Turbo;Front;4;150000 km;4;2;Left wheel;Silver;1195;17876
803;Jeep;HYUNDAI;Tucson;2016;Automatic;Yes;Diesel;2;Front;4;94558 km;4;4;Left wheel;White;891;38445
5938;Hatchback;LEXUS;CT 200h;2013;Automatic;Yes;Hybrid;1.8;Front;4;188194 km;4;0;Left wheel;Black;585;1725
15642;Sedan;HONDA;FIT;2005;Tiptronic;No;Petrol;1.5;Front;4;223000 km;4;5;Right-hand drive;Grey;-;8154
15173;Jeep;TOYOTA;Highlander;2008;Automatic;Yes;Hybrid;3.3;4x4;6;277405 km;4;12;Left wheel;Grey;1750;627
12910;Sedan;HYUNDAI;Accent;2014;Automatic;Yes;Diesel;1.6;Front;4;150743 km;4;4;Left wheel;Silver;528;13589
4029;Hatchback;TOYOTA;Prius;2013;Variator;No;Hybrid;1.8;Front;4;114000 km;4;12;Left wheel;White;-;23592
4639;Jeep;MITSUBISHI;Pajero;2002;Tiptronic;No;CNG;3;4x4;6;174000 km;4;2;Right-hand drive;Silver;-;11917
13943;Minivan;HYUNDAI;H1;2016;Automatic;Yes;Diesel;2.5;Front;4;90132 km;4;4;Left wheel;Silver;1091;36899
16731;Jeep;LEXUS;GX 460;2017;Automatic;Yes;Petrol;4.6;4x4;8;69918 km;4;12;Left wheel;White;2225;33243
17237;Sedan;MERCEDES-BENZ;E 300;2017;Automatic;Yes;Petrol;2;Rear;4;50963 km;4;12;Left wheel;Black;1017;56136
16777;Sedan;HONDA;Civic;2016;Manual;No;Petrol;2;Front;4;44821 km;4;6;Left wheel;White;-;29166
10771;Sedan;HYUNDAI;Elantra;2016;Automatic;Yes;Petrol;1.8;Front;4;47422 km;4;12;Left wheel;Black;810;549
17159;Sedan;TOYOTA;Tacoma;2012;Automatic;Yes;Petrol;2.7;Rear;4;394069 km;4;12;Left wheel;Black;836;627
3745;Sedan;MERCEDES-BENZ;E 350;2014;Automatic;Yes;Diesel;3.5;4x4;6;29675 km;4;12;Left wheel;Black;1053;392
1082;Sedan;BMW;328;2016;Automatic;Yes;Petrol;2.0 Turbo;Rear;4;32000 km;4;10;Left wheel;Black;891;36065
18916;Sedan;HYUNDAI;Elantra;2016;Tiptronic;No;Petrol;2;Front;4;53331 km;4;12;Left wheel;Silver;891;18189
8540;Sedan;VOLKSWAGEN;Passat;2012;Tiptronic;Yes;Petrol;2.5;Front;4;180000 km;4;8;Left wheel;Silver;-;18503
17692;Sedan;TOYOTA;Camry;2011;Automatic;Yes;Hybrid;2.4;Front;4;115739 km;4;0;Left wheel;White;-;19757
13600;Jeep;TOYOTA;Camry;2012;Automatic;Yes;Hybrid;2.5;Front;4;268683 km;4;12;Left wheel;Blue;781;188
2337;Sedan;SUBARU;XV;2013;Automatic;Yes;Petrol;2;4x4;4;105523 km;4;0;Left wheel;Blue;640;5645
13307;Jeep;LEXUS;GX 470;2008;Automatic;Yes;Petrol;4.7;4x4;8;218126 km;4;0;Left wheel;Black;2455;282
14163;Jeep;KIA;Sorento;2010;Automatic;Yes;Diesel;2.2;Front;4;74000 km;4;4;Left wheel;Grey;911;16308
13329;Hatchback;TOYOTA;Prius;2008;Variator;No;Hybrid;1.5;Front;4;100000 km;4;10;Left wheel;Black;843;11604
17628;Sedan;HYUNDAI;Sonata;2014;Automatic;Yes;LPG;2;Front;4;432435 km;4;4;Left wheel;Silver;639;11604
3867;Jeep;SSANGYONG;Actyon;2016;Automatic;Yes;Petrol;1.6;Front;4;49799 km;4;4;Left wheel;Blue;730;33538
7864;Sedan;HYUNDAI;Sonata;2014;Automatic;Yes;LPG;2;Front;4;335782 km;4;4;Left wheel;Silver;639;10036
16077;Jeep;CHEVROLET;Orlando;2016;Automatic;Yes;Diesel;1.6;Front;4;30374 km;4;4;Left wheel;Silver;729;15677
3475;Jeep;BMW;X5;2011;Automatic;Yes;Petrol;3;4x4;6;196330 km;4;12;Left wheel;White;1018;188
7235;Hatchback;TOYOTA;Prius;2012;Automatic;Yes;Hybrid;1.8;Front;4;418667 km;4;12;Left wheel;White;586;314
5043;Jeep;TOYOTA;Highlander 2.4 lit;2006;Automatic;No;Petrol;2.4;Front;4;193840 km;4;12;Left wheel;Silver;1759;19130
11291;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;689476 km;4;4;Left wheel;Orange;891;10036
13577;Jeep;JEEP;Wrangler;2011;Automatic;Yes;Diesel;2.8;Front;4;181900 km;4;4;Left wheel;Silver;955;54346
2960;Minivan;HONDA;Elysion;2010;Automatic;No;Petrol;2.4;Front;4;171000 km;4;2;Right-hand drive;Black;2670;12000
14415;Sedan;TOYOTA;Camry;2012;Automatic;No;Petrol;2.5;Front;4;123546 km;4;0;Left wheel;Silver;781;21953
16295;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;577053 km;4;4;Left wheel;Orange;891;13172
16963;Sedan;BMW;740;2015;Tiptronic;Yes;Petrol;3.0 Turbo;Rear;6;99200 km;4;16;Left wheel;Black;-;59272
13789;Sedan;INFINITI;45;2003;Tiptronic;Yes;Petrol;4.5;Rear;8;180000 km;4;4;Left wheel;Blue;-;20385
9659;Sedan;BMW;525;2001;Tiptronic;Yes;CNG;2.5;Rear;6;300000 km;4;6;Left wheel;Blue;-;7213
4452;Hatchback;TOYOTA;Prius C;2014;Automatic;No;Hybrid;1.5;Front;4;66000 km;4;4;Left wheel;Silver;271;17562
3860;Hatchback;HYUNDAI;I30;2012;Automatic;Yes;Diesel;1.6;Front;4;31593 km;4;4;Left wheel;White;531;14113
802;Jeep;BMW;X5;2001;Tiptronic;Yes;Petrol;3.0 Turbo;4x4;6;240000 km;4;6;Left wheel;Black;-;13485
16303;Jeep;NISSAN;Juke;2013;Automatic;Yes;Petrol;1.6;Front;4;166013 km;4;0;Left wheel;White;530;2901
6508;Sedan;HONDA;FIT;2005;Variator;No;Petrol;1.3;Front;4;239825 km;4;2;Right-hand drive;Silver;-;7527
16221;Sedan;KIA;Optima;2012;Tiptronic;No;Petrol;2.4;Front;4;183342 km;4;4;Left wheel;Grey;753;11290
6794;Hatchback;HONDA;FIT;2013;Variator;No;Hybrid;1.3;Front;4;180000 km;4;2;Right-hand drive;Silver;-;11290
6326;Coupe;HYUNDAI;Genesis;2010;Automatic;Yes;Petrol;2;Front;4;100000 km;4;4;Left wheel;Grey;836;16091
9851;Sedan;CHEVROLET;Cruze;2011;Tiptronic;Yes;Petrol;1.4 Turbo;Front;4;93000 km;4;10;Left wheel;Grey;521;15681
13647;Sedan;TOYOTA;Highlander;2009;Automatic;Yes;Hybrid;3.3;4x4;6;318358 km;4;12;Left wheel;Black;1537;1019
6300;Hatchback;TOYOTA;Prius;2012;Automatic;No;Hybrid;1.8;Front;4;102000 km;4;8;Left wheel;Black;586;11917
4427;Jeep;BMW;X5;2000;Tiptronic;Yes;Petrol;4.4;4x4;8;180351 km;4;8;Left wheel;Grey;-;14113
2092;Sedan;TOYOTA;Camry;2011;Automatic;Yes;Petrol;2.5;Front;4;201578 km;4;12;Left wheel;Grey;862;188
8450;Sedan;TOYOTA;Prius;2007;Automatic;No;Hybrid;1.5;Front;4;107248 km;4;6;Left wheel;Silver;988;11133
10766;Sedan;TOYOTA;Prius C;2012;Automatic;Yes;Hybrid;1.5;Front;4;254400 km;4;12;Left wheel;Silver;-;19130
5004;Jeep;AUDI;7;2017;Automatic;Yes;Petrol;3;4x4;6;44642 km;4;0;Left wheel;Black;1481;13328
1386;Sedan;TOYOTA;Camry;2014;Automatic;Yes;Hybrid;2.5;Front;4;398069 km;4;12;Left wheel;Black;394;1098
9899;Sedan;TOYOTA;Camry;2019;Automatic;Yes;Hybrid;2.5;Front;4;9626 km;4;12;Left wheel;Black;607;3450
2745;Minivan;HYUNDAI;H1;2014;Automatic;Yes;Diesel;2.5;Front;4;110483 km;4;4;Left wheel;Yellow;777;35736
14658;Sedan;TOYOTA;Corolla S;2016;Automatic;Yes;Petrol;1.8;Front;4;39728 km;4;8;Left wheel;Black;810;21169
7959;Hatchback;TOYOTA;Prius;2015;Automatic;No;Hybrid;1.8;Front;4;198000 km;4;12;Left wheel;Black;353;8781
12625;Jeep;LEXUS;RX 450;2013;Automatic;Yes;Hybrid;3.5;Front;6;361603 km;4;12;Left wheel;Black;1055;941
8955;Sedan;KIA;Optima;2016;Automatic;Yes;Petrol;2;Front;4;65089 km;4;4;Left wheel;Silver;890;15053
17080;Jeep;TOYOTA;Camry;2019;Automatic;Yes;Hybrid;2.5;Front;4;56834 km;4;12;Left wheel;Black;607;251
4071;Sedan;TOYOTA;Camry;2015;Automatic;Yes;Petrol;2.5;Front;4;173101 km;4;12;Left wheel;Silver;934;1568
16054;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;30258 km;4;4;Left wheel;Silver;765;13799
11598;Hatchback;HONDA;FIT;2013;Automatic;Yes;Petrol;1.5;Front;4;55000 km;4;4;Left wheel;Golden;502;22473
358;Sedan;CHEVROLET;Malibu;2015;Automatic;Yes;Diesel;2;Front;4;60618 km;4;4;Left wheel;Black;765;24302
6838;Microbus;FORD;Transit;1986;Manual;No;Diesel;2.5;Rear;4;99999 km;4;0;Left wheel;Blue;-;3450
