Id;Category;Manufacturer;Model;Prod. year;Gear box type;Leather interior;Fuel type;Engine volume;Drive wheels;Cylinders;Mileage;Doors;Airbags;Wheel;Color;Sales Fee
10774;Hatchback;HONDA;FIT;2005;Automatic;No;Petrol;1.3;Front;4;0 km;4;4;Right-hand drive;Silver;-
12465;Sedan;HONDA;Civic;2014;Automatic;Yes;Petrol;1.8;Front;4;70742 km;4;4;Left wheel;White;584
15606;Jeep;NISSAN;X-Trail;2003;Automatic;Yes;Petrol;2;4x4;4;145000 km;4;2;Right-hand drive;White;-
18876;Sedan;MERCEDES-BENZ;E 350;2011;Automatic;Yes;Diesel;3;Rear;6;273186 km;4;12;Left wheel;White;1018
17852;Jeep;SSANGYONG;Actyon;2016;Automatic;Yes;Diesel;1.6;Front;4;46916 km;4;4;Left wheel;Silver;730
10543;Sedan;SUBARU;Impreza;2013;Automatic;Yes;Petrol;2;4x4;4;275530 km;4;0;Left wheel;Grey;640
11887;Minivan;HYUNDAI;H1;2011;Automatic;Yes;Diesel;2.5;Front;4;61142 km;4;4;Left wheel;Silver;862
17579;Minivan;OPEL;Zafira;1999;Automatic;No;LPG;1.8;Front;4;0 km;4;0;Left wheel;Silver;-
3206;Jeep;MERCEDES-BENZ;ML 350;2011;Automatic;Yes;Diesel;2.9 Turbo;4x4;6;255000 km;4;16;Left wheel;Grey;-
10123;Sedan;HYUNDAI;Sonata;2012;Automatic;Yes;Petrol;2.4;Front;4;215266 km;4;12;Left wheel;Grey;753
18268;Sedan;CHEVROLET;Malibu;2015;Automatic;Yes;Petrol;2.5;Front;4;142714 km;4;12;Left wheel;Black;934
813;Sedan;BMW;320;2003;Tiptronic;No;Petrol;2;Rear;4;136950 km;4;6;Left wheel;Red;-
18495;Jeep;CHEVROLET;Orlando;2012;Automatic;Yes;Diesel;2;Front;4;229276 km;4;4;Left wheel;Grey;642
6310;Jeep;TOYOTA;Prius;2014;Automatic;Yes;Hybrid;1.8;Front;4;187334 km;4;12;Left wheel;White;308
13172;Jeep;TOYOTA;CHR;2019;Automatic;Yes;Petrol;2;Front;4;19834 km;4;12;Left wheel;Silver;1077
11204;Sedan;BMW;535 i;2007;Tiptronic;Yes;Petrol;3.0 Turbo;Rear;6;230000 km;4;8;Left wheel;Black;-
5156;Sedan;TOYOTA;Prius;2010;Automatic;No;Hybrid;1.8;Front;4;200000 km;4;4;Left wheel;Silver;-
13408;Sedan;VOLKSWAGEN;CC;2010;Tiptronic;Yes;Petrol;2;Front;4;66000 km;4;12;Left wheel;Silver;836
9965;Sedan;MERCEDES-BENZ;E 200;1998;Manual;No;CNG;2;Rear;4;180003 km;4;4;Left wheel;Black;-
4963;Sedan;LEXUS;ES 300;2014;Automatic;Yes;Hybrid;2.5;Front;4;176213 km;4;12;Left wheel;Black;394
14085;Sedan;HYUNDAI;Genesis;2008;Automatic;Yes;Petrol;3.3;Front;4;140100 km;4;4;Left wheel;Black;1750
19224;Sedan;KIA;Optima ex;2014;Automatic;Yes;Petrol;2.4;Front;4;35800 km;4;12;Left wheel;Black;-
11053;Jeep;NISSAN;Juke;2016;Automatic;Yes;Petrol;1.6;4x4;4;181997 km;4;0;Left wheel;Black;730
10794;Sedan;VOLKSWAGEN;Jetta;2014;Tiptronic;Yes;Petrol;1.8 Turbo;Front;4;85000 km;4;8;Left wheel;White;584
12122;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;236958 km;4;4;Left wheel;White;891
16270;Jeep;HYUNDAI;Santa FE;2016;Automatic;Yes;Diesel;2;Front;4;195996 km;4;4;Left wheel;White;891
3054;Sedan;MERCEDES-BENZ;CLS 350 AMG;2008;Tiptronic;Yes;Petrol;3.5;Rear;6;63000 km;4;0;Left wheel;Black;-
7239;Hatchback;HONDA;FIT;2017;Automatic;Yes;Petrol;1.3;Front;4;49000 km;4;4;Left wheel;Black;691
6681;Sedan;MERCEDES-BENZ;C 180;2001;Manual;No;Petrol;2;Rear;4;20000 km;4;8;Left wheel;Blue;-
13265;Coupe;BMW;M4 Competition;2017;Tiptronic;Yes;Petrol;3.0 Turbo;Rear;6;17000 km;2;12;Left wheel;Orange;-
10731;Minivan;HYUNDAI;H1;2010;Automatic;Yes;Diesel;2.5;Front;4;73401 km;4;4;Left wheel;Silver;1024
17338;Jeep;BMW;X5;2001;Automatic;Yes;Petrol;3;4x4;6;11111 km;4;6;Left wheel;Black;-
6789;Hatchback;HONDA;Insight;2012;Automatic;Yes;Hybrid;1.3;Front;4;321269 km;4;0;Left wheel;Red;448
205;Sedan;PORSCHE;Cayenne;2018;Automatic;Yes;Petrol;3.6;4x4;6;28968 km;4;12;Left wheel;White;1872
6940;Jeep;HYUNDAI;Tucson;2010;Automatic;Yes;Diesel;2;Front;4;135720 km;4;4;Left wheel;Black;836
10030;Jeep;MAZDA;1000;2015;Automatic;Yes;Petrol;2.5;4x4;4;193382 km;4;12;Left wheel;Blue;934
217;Sedan;TOYOTA;Prius;2009;Variator;Yes;Hybrid;1.8;Front;4;230000 km;4;6;Left wheel;Grey;-
10824;Hatchback;TOYOTA;Prius;2011;Variator;Yes;Petrol;1.8;Front;4;268800 km;4;6;Left wheel;Silver;-
16772;Sedan;TOYOTA;Highlander;2009;Automatic;Yes;Hybrid;3.3;4x4;6;318358 km;4;12;Left wheel;Black;1537
748;Sedan;HYUNDAI;Sonata;2014;Automatic;Yes;LPG;2;Front;4;490516 km;4;4;Left wheel;Orange;639
1818;Hatchback;TOYOTA;Prius;2007;Tiptronic;No;LPG;1.5;Front;4;198000 km;4;4;Left wheel;White;-
12575;Sedan;HYUNDAI;Elantra 2016;2016;Tiptronic;No;Petrol;2;Front;4;20900 km;4;8;Left wheel;Blue;891
10423;Jeep;LAND ROVER;Range Rover Velar;2018;Tiptronic;Yes;Petrol;3.0 Turbo;4x4;6;22000 km;4;12;Left wheel;White;1575
18015;Sedan;TOYOTA;Camry;2014;Automatic;Yes;Hybrid;2.5;Front;4;115312 km;4;12;Left wheel;Grey;394
13817;Jeep;TOYOTA;Tacoma;2013;Automatic;Yes;Petrol;2.7;Rear;4;397915 km;4;12;Left wheel;White;834
15549;Sedan;TOYOTA;Prius;2010;Variator;Yes;Petrol;1.8;Front;4;185000 km;4;0;Left wheel;Golden;-
9980;Sedan;VOLKSWAGEN;Jetta;2007;Automatic;No;Petrol;2.5;Front;1;316501 km;4;0;Left wheel;Silver;-
1496;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;333804 km;4;4;Left wheel;Silver;765
10172;Jeep;MITSUBISHI;Outlander;2016;Automatic;No;Petrol;2.4;Front;4;68985 km;4;0;Left wheel;Silver;1051
12249;Jeep;NISSAN;X-Terra;2006;Automatic;No;LPG;4;4x4;6;159000 km;4;4;Left wheel;Black;-
780;Sedan;MERCEDES-BENZ;E 350;2008;Automatic;Yes;Diesel;3;Rear;6;175614 km;4;12;Left wheel;Black;1598
18381;Sedan;TOYOTA;Camry;2012;Tiptronic;Yes;Petrol;2.5;Front;4;320000 km;4;12;Left wheel;Black;781
6992;Sedan;MERCEDES-BENZ;E 320;2003;Tiptronic;Yes;LPG;3.2;Front;6;220000 km;4;8;Left wheel;White;-
4336;Sedan;HYUNDAI;Elantra limited;2012;Tiptronic;Yes;Petrol;1.8;Front;4;87500 km;4;10;Left wheel;Grey;586
902;Jeep;TOYOTA;RAV 4;2016;Automatic;No;Petrol;2.5;4x4;4;188800 km;4;4;Left wheel;Black;-
5209;Jeep;MITSUBISHI;Outlander;2002;Tiptronic;No;CNG;2.4;Front;4;240000 km;4;4;Left wheel;White;-
10690;Sedan;MERCEDES-BENZ;S 550;2016;Automatic;Yes;Petrol;4.6;4x4;8;27573 km;4;12;Left wheel;Silver;1935
15679;Jeep;MITSUBISHI;Pajero;1992;Manual;No;Diesel;2.5 Turbo;4x4;4;11111 km;2;0;Left wheel;Red;-
1811;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;283895 km;4;4;Left wheel;Silver;765
4429;Hatchback;TOYOTA;Prius;2010;Automatic;Yes;Hybrid;1.8;Front;4;408997 km;4;12;Left wheel;White;761
7623;Jeep;MERCURY;Mariner;2009;Automatic;Yes;Hybrid;2.5;Front;4;261000 km;4;10;Left wheel;Silver;-
3700;Sedan;VOLKSWAGEN;Passat;2016;Automatic;Yes;Petrol;1.8;Front;4;89525 km;4;12;Left wheel;White;810
11856;Sedan;CHEVROLET;Cruze;2012;Automatic;Yes;Petrol;1.8;Front;4;165392 km;4;4;Left wheel;White;586
8172;Jeep;JEEP;Compass;2018;Automatic;Yes;Petrol;2.4;4x4;4;16500 km;4;12;Left wheel;Black;1277
3510;Sedan;TOYOTA;Camry SE;2014;Automatic;Yes;Petrol;2.5;Front;4;29800 km;4;6;Left wheel;White;777
936;Microbus;MERCEDES-BENZ;Sprinter;2000;Manual;No;Petrol;3.2;Rear;6;100000 km;4;1;Left wheel;White;-
18693;Hatchback;HONDA;FIT;2017;Automatic;Yes;Petrol;1.3;Front;4;67000 km;4;4;Left wheel;Black;691
4935;Sedan;BMW;750;2010;Automatic;Yes;Petrol;4.4 Turbo;Rear;8;170000 km;4;12;Left wheel;Black;-
7137;Jeep;SSANGYONG;Actyon;2016;Automatic;Yes;Petrol;1.6;Front;4;72073 km;4;4;Left wheel;White;730
7162;Coupe;HONDA;CR-Z ·É?·Éò·Éë·É†·Éò·Éì·Éò;2010;Tiptronic;No;Hybrid;1.5;Front;4;185000 km;2;8;Left wheel;Blue;-
2214;Jeep;BMW;X5;2004;Tiptronic;Yes;CNG;3;4x4;6;250000 km;4;6;Left wheel;Black;-
9273;Sedan;FORD;Fusion;2013;Automatic;Yes;Hybrid;2;Front;4;320554 km;4;0;Left wheel;White;640
14075;Jeep;FORD;Escape;2007;Automatic;No;Hybrid;2.3;4x4;4;260000 km;4;8;Left wheel;White;-
7377;Jeep;LEXUS;RX 400;2007;Automatic;Yes;Hybrid;3.3;4x4;6;14000 km;4;10;Left wheel;Black;-
12733;Jeep;HYUNDAI;Santa FE;2018;Automatic;Yes;Diesel;2;Front;4;17245 km;4;4;Left wheel;White;1079
14786;Sedan;HYUNDAI;Elantra;2010;Automatic;Yes;Petrol;1.6;Front;4;122740 km;4;4;Left wheel;White;687
9303;Jeep;MITSUBISHI;Pajero IO;1999;Automatic;No;Petrol;1.8;4x4;4;155000 km;4;4;Left wheel;White;-
1796;Microbus;MERCEDES-BENZ;Sprinter;2004;Manual;No;Diesel;2.2 Turbo;Rear;4;210000 km;2;2;Left wheel;White;-
15657;Sedan;TOYOTA;Camry se;2019;Automatic;Yes;Petrol;2.5;Front;4;19050 km;4;12;Left wheel;Silver;1325
3831;Hatchback;TOYOTA;Prius;2009;Variator;No;Hybrid;1.8;Front;4;270400 km;4;8;Left wheel;Black;-
339;Sedan;HYUNDAI;Sonata;2014;Tiptronic;Yes;Petrol;2.0 Turbo;Front;4;62000 km;4;12;Left wheel;White;639
14463;Sedan;HYUNDAI;Sonata;2013;Automatic;Yes;LPG;2;Front;4;21500 km;4;4;Left wheel;Silver;640
9537;Jeep;SSANGYONG;Korando;2011;Automatic;Yes;Diesel;2;Front;4;190538 km;4;4;Left wheel;Silver;707
6333;Sedan;TOYOTA;Prius;2017;Automatic;No;Hybrid;1.8;Front;4;90652 km;4;10;Left wheel;Silver;442
18696;Jeep;LEXUS;RX 400 H;2008;Variator;Yes;Hybrid;3.3;4x4;6;304000 km;4;12;Left wheel;Carnelian red;-
3702;Jeep;NISSAN;Juke;2012;Tiptronic;No;Petrol;1.6 Turbo;Front;4;99000 km;4;10;Left wheel;Black;531
7192;Microbus;MERCEDES-BENZ;A 140 140;1997;Manual;No;Diesel;2.9;Rear;1;111000 km;4;1;Left wheel;Carnelian red;-
4992;Sedan;MERCEDES-BENZ;E 220;2001;Manual;No;Diesel;2.2 Turbo;Rear;4;255000 km;4;6;Left wheel;Blue;-
99;Coupe;HYUNDAI;Genesis;2009;Automatic;Yes;Petrol;2;Front;4;123346 km;4;4;Left wheel;Black;966
10303;Sedan;TOYOTA;Camry;2012;Automatic;Yes;Hybrid;2.5;Front;4;156518 km;4;12;Left wheel;White;781
487;Sedan;MERCEDES-BENZ;E 350;2011;Automatic;Yes;Diesel;3.5;4x4;6;119379 km;4;12;Left wheel;Silver;1172
6399;Coupe;MINI;Cooper r50;2003;Variator;Yes;Petrol;1.6;Front;4;171770 km;2;4;Right-hand drive;Black;-
736;Hatchback;CHEVROLET;Volt;2014;Automatic;No;Plug-in Hybrid;1.4;Front;4;65000 km;4;10;Left wheel;Silver;259
16093;Hatchback;OPEL;Corsa;1996;Manual;No;Petrol;1.6;Front;4;211375 km;2;2;Left wheel;Black;-
956;Sedan;KIA;Sportage;2020;Automatic;Yes;Petrol;2.4;4x4;4;2741 km;2;12;Left wheel;Silver;1273
18347;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;581040 km;4;4;Left wheel;Orange;765
17199;Hatchback;FIAT;500 Sport;2015;Manual;Yes;Petrol;1.4;Front;4;59763 km;2;6;Left wheel;Blue;562
11967;Coupe;HYUNDAI;Genesis;2010;Automatic;Yes;Petrol;2;Front;4;140013 km;4;4;Left wheel;Red;836
15928;Jeep;MINI;Countryman;2011;Tiptronic;Yes;Petrol;1.6 Turbo;4x4;4;184000 km;4;12;Left wheel;Red;-
13167;Sedan;KIA;Optima;2013;Automatic;No;Hybrid;2.4;Front;4;126400 km;4;12;Left wheel;Black;751
14983;Hatchback;TOYOTA;Aqua;2013;Automatic;No;Hybrid;1.5;Front;4;109000 km;4;2;Right-hand drive;Black;-
18578;Hatchback;TOYOTA;Prius;2014;Automatic;Yes;Hybrid;1.8;Front;4;151923 km;4;12;Left wheel;White;308
5616;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;256768 km;4;4;Left wheel;Silver;891
10490;Sedan;HYUNDAI;Sonata;2014;Automatic;Yes;Hybrid;2.4;Front;4;89000 km;4;10;Left wheel;Silver;382
7303;Jeep;CHEVROLET;Captiva;2009;Automatic;Yes;Diesel;2;Front;4;76559 km;4;4;Left wheel;Black;961
13320;Jeep;LEXUS;GX 460;2012;Automatic;Yes;Petrol;4.6;4x4;8;255406 km;4;0;Left wheel;Black;1363
4539;Hatchback;TOYOTA;Prius C;2012;Automatic;No;Hybrid;1.5;Front;4;152000 km;4;8;Left wheel;White;-
17013;Sedan;TOYOTA;Tacoma;2014;Automatic;Yes;Petrol;4;Rear;6;0 km;4;12;Left wheel;Silver;1190
1458;Sedan;TOYOTA;Camry;2013;Tiptronic;Yes;Petrol;2.5;Front;4;152000 km;4;8;Left wheel;Black;-
6;Hatchback;TOYOTA;Prius;2010;Automatic;Yes;Hybrid;1.8;Front;4;258909 km;4;12;Left wheel;White;761
14013;Sedan;KIA;Optima;2014;Automatic;Yes;Petrol;2;Front;4;86000 km;4;12;Left wheel;White;639
4266;Sedan;TOYOTA;Camry;2018;Automatic;Yes;Hybrid;2.5;Front;4;35058 km;4;12;Left wheel;White;609
9385;Microbus;FORD;Transit;2001;Manual;No;Diesel;2.0 Turbo;Front;4;179000 km;4;2;Left wheel;Blue;-
950;Jeep;ISUZU;Rodeo;2000;Automatic;No;Petrol;3.2;4x4;6;331000 km;4;6;Left wheel;Carnelian red;-
12086;Sedan;MERCEDES-BENZ;E 500;2004;Tiptronic;Yes;Petrol;5;Rear;8;99000 km;4;10;Left wheel;Black;-
3685;Hatchback;TOYOTA;Prius;2010;Automatic;No;Hybrid;1.8;Front;4;135797 km;4;0;Left wheel;Red;761
11006;Jeep;DAIHATSU;Terios;2008;Manual;No;Petrol;0.7 Turbo;4x4;4;67000 km;4;4;Right-hand drive;Black;-
2171;Hatchback;FORD;Fiesta;2011;Automatic;Yes;Petrol;1.6;Front;4;175198 km;4;12;Left wheel;Green;583
5306;Universal;OPEL;Astra;1996;Manual;No;CNG;1.6;Front;4;600000 km;4;2;Left wheel;Blue;-
2975;Jeep;CHEVROLET;Captiva;2013;Automatic;Yes;Petrol;2.4;Front;4;132429 km;4;12;Left wheel;Silver;751
12478;Sedan;KIA;Optima;2011;Automatic;Yes;Petrol;2;Front;4;61378 km;4;4;Left wheel;Black;707
4764;Minivan;HYUNDAI;H1;2014;Automatic;Yes;Diesel;2.5;Front;4;115474 km;4;4;Left wheel;White;777
1344;Jeep;LEXUS;GX 460;2017;Automatic;Yes;Petrol;4.6;4x4;8;69918 km;4;0;Left wheel;White;2225
13027;Jeep;KIA;Sorento;2016;Automatic;Yes;Diesel;2;Front;4;28221 km;4;4;Left wheel;Black;889
12372;Universal;OPEL;Astra G;1988;Manual;No;Petrol;1.2;Front;4;189000 km;4;4;Left wheel;Blue;-
3387;Hatchback;CHEVROLET;Volt;2014;Automatic;Yes;Hybrid;1.4;Front;4;110958 km;4;0;Left wheel;Black;259
8591;Sedan;MERCEDES-BENZ;C 300;2011;Automatic;Yes;Petrol;3;Rear;6;144078 km;4;12;Left wheel;Grey;1018
11448;Sedan;VOLVO;S40;2001;Automatic;Yes;Petrol;2;Front;4;133502 km;4;2;Right-hand drive;Green;-
18784;Pickup;TOYOTA;Tacoma;2005;Automatic;No;LPG;4;4x4;6;272000 km;4;4;Left wheel;Carnelian red;-
6962;Sedan;MERCEDES-BENZ;C 300 4matic;2012;Tiptronic;Yes;Petrol;3.0 Turbo;4x4;6;160000 km;4;12;Left wheel;Black;-
5692;Jeep;MERCEDES-BENZ;ML 350;2011;Automatic;Yes;Diesel;3.5;4x4;6;186542 km;4;12;Left wheel;White;1172
12288;Coupe;FORD;Mustang;1986;Automatic;No;Petrol;3.8;Rear;6;12000 km;2;0;Left wheel;White;-
16286;Jeep;HYUNDAI;Santa FE;2010;Automatic;Yes;Diesel;2;Front;4;51604 km;4;4;Left wheel;White;836
8086;Hatchback;TOYOTA;Prius;2010;Automatic;No;Hybrid;1.8;Front;4;198000 km;4;8;Left wheel;Black;761
8027;Minivan;HYUNDAI;H1;2016;Automatic;Yes;Diesel;2.5;Front;4;112193 km;4;4;Left wheel;Silver;1091
4812;Sedan;HYUNDAI;Elantra;2016;Tiptronic;No;Petrol;1.8;Front;4;78000 km;4;10;Right-hand drive;Silver;2188
16204;Sedan;MERCEDES-BENZ;CLA 250;2014;Tiptronic;Yes;Petrol;2.0 Turbo;Front;4;64000 km;4;12;Left wheel;White;639
12079;Hatchback;CHEVROLET;Spark;2012;Automatic;Yes;Petrol;1;Front;4;50261 km;4;4;Left wheel;White;364
16164;Minivan;HYUNDAI;H1;2014;Automatic;Yes;Diesel;2.5;Front;4;189167 km;4;4;Left wheel;Grey;777
15321;Jeep;SSANGYONG;REXTON;2009;Automatic;Yes;Diesel;2.7;Front;4;160584 km;4;4;Left wheel;Silver;1273
7276;Jeep;MERCEDES-BENZ;G 55 AMG;2020;Manual;Yes;LPG;1.8 Turbo;4x4;12;1212 km;>5;0;Left wheel;Purple;-
9628;Sedan;NISSAN;Skyline;2003;Tiptronic;No;Petrol;3;Rear;6;166000 km;4;6;Right-hand drive;Silver;-
6790;Sedan;TOYOTA;Camry;2011;Variator;Yes;Hybrid;2.4;Front;4;150000 km;4;12;Left wheel;Silver;831
17372;Sedan;HYUNDAI;Elantra;2016;Automatic;Yes;Petrol;1.6;Front;4;75787 km;4;4;Left wheel;White;730
16636;Coupe;CHEVROLET;Camaro;2016;Tiptronic;No;Petrol;2.0 Turbo;Rear;4;32000 km;2;10;Left wheel;Red;891
12042;Jeep;SUZUKI;Grand Vitara;2002;Automatic;No;Petrol;2.5;4x4;6;198453 km;4;2;Left wheel;Black;-
14688;Sedan;FORD;Fusion;2014;Automatic;Yes;Hybrid;2;Front;4;137328 km;4;0;Left wheel;Silver;333
16975;Hatchback;HONDA;Insight;2009;Automatic;No;Hybrid;1.3;Front;4;137000 km;4;12;Left wheel;Grey;658
16274;Sedan;LEXUS;GS 450;2012;Tiptronic;Yes;Hybrid;3.5;Rear;6;212800 km;4;8;Left wheel;Grey;1058
8261;Sedan;TOYOTA;Camry;2015;Tiptronic;Yes;Petrol;2.5;Front;4;60000 km;4;12;Left wheel;Black;934
9483;Jeep;CHEVROLET;Captiva;2007;Automatic;Yes;Diesel;2;Front;4;54647 km;4;4;Left wheel;White;1282
6796;Jeep;SUZUKI;Grand Vitara;2002;Manual;Yes;Petrol;2;4x4;4;0 km;4;4;Left wheel;Silver;-
12743;Jeep;VOLKSWAGEN;Touareg;2006;Tiptronic;Yes;Petrol;3.6;4x4;6;155214 km;4;12;Left wheel;Black;-
15039;Sedan;HYUNDAI;Elantra;2016;Tiptronic;No;Petrol;2;Front;4;67200 km;4;8;Left wheel;Black;891
9522;Coupe;HONDA;Civic;2015;Automatic;Yes;Petrol;1.8;Front;4;62877 km;4;4;Left wheel;Red;697
17524;Hatchback;NISSAN;Versa;2014;Automatic;Yes;Petrol;1.6;Front;4;219592 km;4;12;Left wheel;Black;528
17018;Coupe;MERCEDES-BENZ;E 350;2011;Automatic;Yes;Diesel;3.5;Rear;6;226251 km;2;12;Left wheel;Black;1172
18387;Sedan;HYUNDAI;Elantra;2014;Automatic;Yes;Diesel;1.6;Front;4;78836 km;4;4;Left wheel;Silver;528
18862;Minivan;HYUNDAI;H1;2014;Automatic;Yes;Diesel;2.5;Front;4;144000 km;4;4;Left wheel;Silver;777
2729;Jeep;FORD;Escape;2016;Automatic;Yes;Petrol;1.6;4x4;4;94400 km;4;0;Left wheel;White;730
14789;Sedan;TOYOTA;Camry;2012;Tiptronic;Yes;Petrol;2.5;Front;4;208000 km;4;12;Left wheel;White;781
669;Jeep;SSANGYONG;Korando;2012;Automatic;Yes;Diesel;2;Front;4;125926 km;4;4;Left wheel;Black;642
13852;Hatchback;HONDA;Insight;2010;Automatic;Yes;Hybrid;1.3;Front;4;210758 km;4;0;Left wheel;Silver;574
6604;Sedan;TOYOTA;Camry;2011;Tiptronic;Yes;Hybrid;2.4;Front;4;248178 km;4;10;Left wheel;White;831
16109;Jeep;NISSAN;Juke;2011;Automatic;Yes;Petrol;1.6 Turbo;Front;4;133000 km;4;6;Left wheel;Blue;-
11620;Sedan;TOYOTA;Prius C;2013;Automatic;No;Hybrid;1.5;Front;4;65000 km;4;8;Left wheel;Red;-
12652;Jeep;HYUNDAI;Tucson;2015;Automatic;Yes;Diesel;2;Front;4;51722 km;4;4;Left wheel;White;765
7678;Sedan;BMW;535;2012;Automatic;Yes;Petrol;3;4x4;6;218429 km;4;12;Left wheel;Black;919
2608;Sedan;MERCEDES-BENZ;C 180;2000;Tiptronic;No;CNG;2;Rear;4;19000 km;4;6;Left wheel;Silver;-
7128;Hatchback;HONDA;Insight;2010;Automatic;No;LPG;1.3;Front;4;320000 km;4;4;Left wheel;White;-
18651;Hatchback;TOYOTA;Prius;2013;Automatic;No;Hybrid;1.8;Front;4;90000 km;4;12;Left wheel;Grey;585
1;Jeep;CHEVROLET;Equinox;2011;Tiptronic;No;Petrol;3;4x4;6;192000 km;4;8;Left wheel;Black;1018
14970;Sedan;HONDA;Civic;2014;Automatic;Yes;Petrol;1.8;Front;4;111149 km;4;12;Left wheel;Brown;584
2726;Jeep;LEXUS;GX 460;2015;Automatic;Yes;Petrol;4.6;4x4;8;188078 km;4;0;Left wheel;Black;1646
10235;Hatchback;AUDI;5;2011;Tiptronic;Yes;Petrol;2;4x4;4;148000 km;4;8;Left wheel;Blue;-
11104;Goods wagon;VOLKSWAGEN;Golf 3;1996;Manual;No;Diesel;1.7 Turbo;Front;4;0 km;4;2;Left wheel;White;-
15780;Sedan;CHEVROLET;Impala;2016;Automatic;Yes;Petrol;2.5;Front;4;161350 km;4;4;Left wheel;Silver;1091
3476;Sedan;FORD;Fusion;2013;Automatic;Yes;Hybrid;2;Front;4;320554 km;4;0;Left wheel;White;640
11921;Microbus;FORD;Transit T330;2004;Manual;No;Diesel;2.4 Turbo;Rear;4;185641 km;2;4;Left wheel;White;-
5415;Sedan;HYUNDAI;Elantra;2017;Automatic;No;Petrol;2;Front;4;89000 km;4;6;Left wheel;Blue;1017
1625;Jeep;LEXUS;GX 470;2010;Automatic;Yes;Petrol;4.6;4x4;8;357246 km;4;0;Left wheel;Grey;1811
16508;Sedan;TOYOTA;Camry;2014;Automatic;Yes;Hybrid;2.5;Front;4;179381 km;4;12;Left wheel;Black;394
16954;Sedan;FORD;Fusion;2010;Variator;No;Hybrid;2.5;Front;4;176000 km;4;6;Left wheel;Grey;1024
10154;Hatchback;TOYOTA;Aqua;2012;Variator;No;Hybrid;1.5;Front;4;117000 km;4;4;Right-hand drive;Silver;-
7327;Sedan;FORD;Fusion;2014;Automatic;Yes;Petrol;2;Front;4;151846 km;4;0;Left wheel;Grey;639
16490;Minivan;HYUNDAI;H1;2014;Automatic;Yes;Diesel;2.5;Front;4;173490 km;4;4;Left wheel;Black;777
14476;Hatchback;SUBARU;Impreza Sport;2018;Manual;No;Petrol;2;4x4;4;42000 km;4;6;Left wheel;Red;-
4517;Jeep;HYUNDAI;Tucson;2014;Automatic;Yes;Petrol;2.4;Front;4;0 km;4;0;Left wheel;Silver;749
13958;Sedan;CHEVROLET;Volt;2014;Automatic;Yes;Plug-in Hybrid;1.4;Front;4;93000 km;4;10;Left wheel;White;-
10779;Sedan;TOYOTA;Sienna;2011;Automatic;Yes;Petrol;3.5;4x4;6;181722 km;4;12;Left wheel;Black;1172
6189;Hatchback;TOYOTA;Aqua;2013;Variator;No;Hybrid;1.5;Front;4;50000 km;4;6;Right-hand drive;Grey;-
10364;Hatchback;TOYOTA;Prius;2015;Automatic;Yes;Hybrid;1.5;Front;4;127789 km;4;12;Left wheel;Grey;308
15327;Jeep;HYUNDAI;Santa FE;2016;Automatic;Yes;Diesel;2;Front;4;121121 km;4;4;Left wheel;White;891
13666;Sedan;VOLKSWAGEN;Jetta;2015;Automatic;Yes;Diesel;0.2;Front;4;119394 km;4;12;Left wheel;Black;155
10202;Sedan;HYUNDAI;Elantra;2011;Automatic;Yes;Petrol;1.6;Front;4;174391 km;4;4;Left wheel;White;583
6396;Hatchback;NISSAN;Tiida;2007;Manual;Yes;Petrol;1.6;Front;4;150000 km;4;6;Left wheel;Black;-
1776;Sedan;DAEWOO;Lacetti;2009;Automatic;Yes;Petrol;2;Front;4;74429 km;4;4;Left wheel;White;966
9933;Hatchback;NISSAN;Tiida;2005;Automatic;Yes;Petrol;1.5;Front;4;130000 km;4;4;Right-hand drive;Silver;-
19011;Hatchback;TOYOTA;Aqua;2014;Automatic;No;Petrol;1.5;Front;4;37000 km;4;6;Right-hand drive;Silver;1266
4575;Sedan;NISSAN;Versa;2013;Automatic;Yes;Petrol;1.6;Front;4;125928 km;4;12;Left wheel;Silver;530
2650;Sedan;MERCEDES-BENZ;E 350;2014;Automatic;Yes;Diesel;5.5;4x4;8;101424 km;4;12;Left wheel;Grey;1604
11870;Sedan;HYUNDAI;Sonata;2014;Automatic;No;Hybrid;2.4;Front;4;152000 km;4;10;Left wheel;Black;382
17206;Goods wagon;FORD;Mondeo;1996;Manual;No;CNG;1.8;Front;4;40000000 km;4;4;Left wheel;Green;-
16979;Jeep;LEXUS;RX 350;2010;Automatic;Yes;Petrol;3.5;4x4;6;138070 km;4;12;Left wheel;Black;1399
5084;Jeep;TOYOTA;Highlander;2011;Tiptronic;Yes;Petrol;3.5;4x4;6;112000 km;4;10;Left wheel;Grey;-
19081;Universal;MERCEDES-BENZ;C 200;2000;Manual;No;CNG;2;Rear;4;240000 km;4;4;Left wheel;Blue;-
13369;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;290838 km;4;4;Left wheel;Orange;891
17007;Sedan;NISSAN;Juke;2013;Automatic;Yes;Petrol;1.6;4x4;4;108765 km;4;0;Left wheel;Blue;530
